MES,sexo,Edad,Ciudad de residencia,Departamento,Programa de Gobierno,Proceso,Tipo de Colocado,pertenece_hidrocarburos,tipo_de_proyecto_hidrocarburos,Tipo Contrato,Sector,Departamente sede,Municipio sede
FEBRERO,F,36,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,26,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,33,PUERTO WILCHES,SANTANDER,NA,MECÁNICO SOLDADOR,Directo Autopostulado,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,23,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,37,BUCARAMANGA,SANTANDER,NA,PSICÓLOGA ORGANIZACIONAL,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,M,28,BUCARAMANGA,SANTANDER,NA,AGENTE TELEOPERADOR EN  VENTAS,Indirecto por Direccionamiento,false,n/a,Obra,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,FLORIDABLANCA
FEBRERO,F,30,BUCARAMANGA,SANTANDER,NA,PSICÓLOGA ORGANIZACIONAL,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,F,29,FLORIDABLANCA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,23,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,36,BUCARAMANGA,SANTANDER,NA,OPERARIO DE PLANTA - PIEDECUESTA,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,FLORIDABLANCA
FEBRERO,F,20,BUCARAMANGA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,19,SAN GIL,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,40,BUCARAMANGA,SANTANDER,NA,AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,F,37,BUCARAMANGA,SANTANDER,NA,AUXILIAR DE SUBSIDIO A LA NOMINA,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,28,GIRÓN,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,23,BUCARAMANGA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,21,LEBRIJA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESOR COMERCIAL,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,GIRÓN
FEBRERO,M,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),CONDUCTOR CAMIÓN,Indirecto por Direccionamiento,false,n/a,Término Fijo,Fabricación de otros productos minerales no metálicos,SANTANDER,BUCARAMANGA
FEBRERO,F,27,BUCARAMANGA,SANTANDER,"Migrantes, Generación empleo jóvenes (Estrategia Sacúdete)",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,19,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,26,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ENFERMERO(A) JEFE,Indirecto por Direccionamiento,false,n/a,Término Indefinido,Actividades de asistencia social sin alojamiento,SANTANDER,BUCARAMANGA
FEBRERO,F,21,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,33,BUCARAMANGA,SANTANDER,NA,AUXILIAR DE REGISTRO,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,M,18,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,25,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,26,BUCARAMANGA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",SUPERNUMERARIO COCINA,Directo Autopostulado,false,n/a,Término Fijo,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,19,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),SUPERNUMERARIO COCINA,Directo por Remisión,false,n/a,Término Fijo,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
MARZO,M,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,21,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,29,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,25,FLORIDABLANCA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",CAJERO VENDEDOR BARRA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,FLORIDABLANCA
MARZO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,36,BUCARAMANGA,SANTANDER,NA,CUIDADOR DOMICILIARIO ÁREA METROPOLITANA DE B/MANGA - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
MARZO,F,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,18,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,31,FLORIDABLANCA,SANTANDER,NA,CUIDADOR DOMICILIARIO ÁREA METROPOLITANA DE B/MANGA - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
MARZO,F,22,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,24,SAN ALBERTO,CESAR,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,23,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,26,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR DE TALENTO HUMANO,Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,F,23,"BOGOTÁ, D.C.","BOGOTÁ, D.C.","Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,38,PONEDERA,ATLÁNTICO,Víctimas del conflicto armado,AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERARIO DE MANTENIMIENTO,Directo por Remisión,false,n/a,Término Indefinido,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",SANTANDER,BUCARAMANGA
MARZO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,35,PIEDECUESTA,SANTANDER,NA,AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,F,37,GIRÓN,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,35,BUCARAMANGA,SANTANDER,Víctimas del conflicto armado,AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,M,40,GIRÓN,SANTANDER,NA,MERCADERISTA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,M,18,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,30,FLORIDABLANCA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,20,GIRÓN,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR OPERATIVO III,Indirecto por Direccionamiento,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
MARZO,M,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,24,PIEDECUESTA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESOR DE COBRANZAS,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,GIRÓN
MARZO,M,24,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,22,BARRANCABERMEJA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,34,GIRÓN,SANTANDER,NA,CUIDADOR DOMICILIARIO ÁREA METROPOLITANA DE B/MANGA - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
MARZO,M,21,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,32,BUCARAMANGA,SANTANDER,NA,CUIDADOR DOMICILIARIO ÁREA METROPOLITANA DE B/MANGA - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
MARZO,F,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,28,FLORIDABLANCA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,21,GACHANCIPÁ,CUNDINAMARCA,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,21,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,29,FLORIDABLANCA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,38,PIEDECUESTA,SANTANDER,Misión TIC 2022,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,25,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR CONTABLE,Indirecto por Direccionamiento,false,n/a,Término Fijo,Obras de ingeniería civil,SANTANDER,BUCARAMANGA
MARZO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR DE ADMISIÓN Y DESPACHO,Directo Autopostulado,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
MARZO,M,38,GIRÓN,SANTANDER,NA,AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,F,25,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,29,BUCARAMANGA,SANTANDER,NA,COORDINADOR COMERCIAL SECTOR SALUD,Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
MARZO,M,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ENERO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR LOGISTICO,Indirecto por Direccionamiento,false,n/a,Obra,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,GIRÓN
MARZO,M,19,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,27,BUCARAMANGA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,50,BUCARAMANGA,SANTANDER,NA,PROFESIONAL COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,29,FLORIDABLANCA,SANTANDER,NA,ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,20,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,23,"BOGOTÁ, D.C.","BOGOTÁ, D.C.","40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,29,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,24,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",Generación empleo jóvenes (Estrategia Sacúdete),*Supernumerario de Aseo (m),Indirecto por Direccionamiento,false,n/a,Término Fijo,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)","BOGOTÁ, D.C.","BOGOTÁ, D.C."
MARZO,F,31,GIRÓN,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,23,BUCARAMANGA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,39,FLORIDABLANCA,SANTANDER,NA,ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,25,BUCARAMANGA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",ASESOR COMERCIAL PUNTO DE VENTA,Directo por Remisión,false,n/a,Término Indefinido,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
